age,gender,daily_screen_time_min,social_media_time_min,negative_interactions_count,positive_interactions_count,sleep_hours,physical_activity_min,anxiety_level,stress_level,mood_level,mental_state
25,0,512,179,1,2,6.4,9,3,8,5,2
31,1,324,113,0,1,7.4,28,2,6,6,2
23,1,468,117,0,1,6.7,13,2,7,6,2
23,0,505,328,2,3,6.5,10,4,9,4,2
19,1,518,337,2,3,6.4,8,4,9,4,2
30,1,341,205,1,3,7.3,26,3,7,6,2
24,1,498,199,1,2,6.5,10,3,8,5,2
30,1,391,156,1,1,7.0,21,2,7,6,2
13,0,394,197,1,3,7.0,21,3,8,5,2
16,1,431,237,1,2,6.8,17,3,8,5,2
33,0,384,211,1,2,7.1,22,3,7,6,2
42,0,277,152,1,1,7.6,32,2,7,6,2
29,0,329,181,1,2,7.4,27,3,7,6,2
13,0,387,135,1,1,7.1,21,2,7,6,2
23,0,460,161,1,1,6.7,14,2,7,6,2
37,0,233,82,0,1,7.8,37,1,5,7,1
21,0,484,121,1,1,6.6,12,2,7,6,2
20,1,497,124,1,1,6.5,10,2,7,6,2
28,1,390,98,0,1,7.0,21,2,6,6,2
25,0,440,286,2,3,6.8,16,4,9,4,2
23,1,453,294,2,3,6.7,15,4,9,4,2
29,0,346,225,2,2,7.3,25,3,8,5,2
25,1,477,286,1,4,6.6,12,3,8,5,2
17,1,430,258,1,3,6.8,17,3,8,5,2
29,1,394,158,1,1,7.0,21,2,7,6,2
13,1,410,205,1,3,7.0,19,3,8,5,2
17,0,423,212,1,3,6.9,18,3,8,5,2
39,1,267,147,1,1,7.7,33,2,6,6,2
25,1,520,286,1,3,6.4,8,3,8,5,2
32,1,332,183,1,2,7.3,27,3,7,6,2
14,0,403,141,1,1,7.0,20,2,7,6,2
33,1,356,125,1,1,7.2,24,2,7,6,2
33,0,369,129,1,1,7.2,23,2,7,6,2
15,1,440,110,0,1,6.8,16,2,7,6,2
31,1,393,98,0,1,7.0,21,2,6,6,2
23,0,456,296,2,3,6.7,14,4,9,4,2
37,0,253,152,1,2,7.7,35,2,6,6,2
35,1,386,232,1,3,7.1,21,3,8,5,2
19,0,449,180,1,2,6.8,15,3,8,5,2
19,1,462,185,1,2,6.7,14,3,8,5,2
67,2,186,93,0,1,8.1,41,2,6,6,2
19,1,499,250,1,3,6.5,10,3,8,5,2
41,1,272,136,1,2,7.6,33,2,6,6,2
24,1,442,243,1,2,6.8,16,3,8,5,2
55,1,155,85,0,1,8.2,44,1,5,7,1
15,0,408,224,1,2,7.0,19,3,8,5,2
38,2,239,84,0,1,7.8,36,1,5,7,1
17,1,432,151,1,1,6.8,17,2,7,6,2
42,1,276,69,0,1,7.6,32,1,6,7,2
37,1,208,52,0,0,8.0,39,1,5,7,1
20,1,461,115,0,1,6.7,14,2,7,6,2
26,1,354,88,0,1,7.2,25,1,6,7,2
16,1,427,107,0,1,6.9,17,2,7,6,2
39,0,260,65,0,1,7.7,34,1,5,7,0
21,1,472,307,2,3,6.6,13,4,9,4,2
33,1,365,237,2,2,7.2,24,4,8,5,2
21,1,498,324,2,3,6.5,10,4,9,4,2
22,1,509,305,1,4,6.5,9,3,8,5,2
14,0,381,229,1,3,7.1,22,3,7,6,2
37,1,225,90,1,1,7.9,38,2,6,6,2
32,0,382,191,1,3,7.1,22,3,7,6,2
25,0,458,252,1,2,6.7,14,3,8,5,2
15,2,411,226,1,2,6.9,19,3,8,5,2
35,0,375,131,1,1,7.1,22,2,7,6,2
22,0,451,113,0,1,6.7,15,2,7,6,2
31,1,368,239,2,2,7.2,23,4,8,5,2
31,0,381,248,2,2,7.1,22,4,8,5,2
16,0,384,230,1,3,7.1,22,3,7,6,2
58,1,181,72,0,1,8.1,42,1,5,7,1
36,1,254,102,1,1,7.7,35,2,6,6,2
41,1,267,107,1,1,7.7,33,2,6,6,2
18,1,460,184,1,2,6.7,14,3,8,5,2
28,1,398,199,1,3,7.0,20,3,8,5,2
20,0,474,261,1,2,6.6,13,3,8,5,2
26,0,367,202,1,2,7.2,23,3,7,6,2
58,0,211,74,0,1,7.9,39,1,5,7,1
34,0,323,113,0,1,7.4,28,2,6,6,2
29,0,347,87,0,1,7.3,25,1,6,7,2
46,0,180,45,0,0,8.1,42,1,5,7,1
25,0,493,123,1,1,6.5,11,2,7,6,2
38,1,266,66,0,1,7.7,33,1,6,7,2
20,1,519,130,1,1,6.4,8,2,7,6,2
43,0,211,53,0,0,7.9,39,1,5,7,1
16,1,444,289,2,3,6.8,16,4,9,4,2
63,1,160,96,0,1,8.2,44,2,6,6,2
41,1,233,140,1,2,7.8,37,2,6,6,2
36,0,257,103,1,1,7.7,34,2,6,6,2
23,0,510,204,1,2,6.4,9,3,8,5,2
23,0,442,177,1,2,6.8,16,3,8,5,2
27,0,335,134,1,1,7.3,26,2,7,6,2
35,1,348,139,1,1,7.3,25,2,7,6,2
23,1,453,226,1,3,6.7,15,3,8,5,2
31,0,346,173,1,2,7.3,25,3,7,6,2
19,0,479,240,1,3,6.6,12,3,8,5,2
22,1,492,246,1,3,6.5,11,3,8,5,2
45,0,250,138,1,1,7.8,35,2,6,6,2
27,1,383,211,1,2,7.1,22,3,7,6,2
21,0,516,284,1,3,6.4,8,3,8,5,2
25,1,448,246,1,2,6.8,15,3,8,5,2
39,0,206,72,0,1,8.0,39,1,5,7,1
19,1,459,161,1,1,6.7,14,2,7,6,2
37,0,243,61,0,1,7.8,36,1,5,7,0
33,0,400,260,2,2,7.0,20,4,9,4,2
14,0,392,255,2,2,7.0,21,4,8,5,2
43,1,225,146,1,1,7.9,38,2,6,6,2
18,1,416,250,1,3,6.9,18,3,8,5,2
23,0,489,293,1,4,6.6,11,3,8,5,2
21,1,502,301,1,4,6.5,10,3,8,5,2
26,1,395,237,1,3,7.0,20,3,8,5,2
48,1,213,85,1,1,7.9,39,2,6,6,2
64,0,145,58,0,1,8.3,46,1,5,7,1
32,0,349,174,1,2,7.3,25,3,7,6,2
15,0,422,211,1,3,6.9,18,3,8,5,2
42,1,255,128,1,2,7.7,34,2,6,6,2
30,1,386,212,1,2,7.1,21,3,8,5,2
21,0,519,285,1,3,6.4,8,3,8,5,2
55,0,162,57,0,1,8.2,44,1,5,7,1
30,1,355,124,1,1,7.2,24,2,7,6,2
32,0,368,129,1,1,7.2,23,2,7,6,2
34,0,379,95,0,1,7.1,22,2,6,6,2
58,1,155,101,1,1,8.2,44,2,6,6,2
45,0,228,148,1,1,7.9,37,2,6,6,2
20,1,492,295,1,4,6.5,11,3,8,5,2
30,1,385,231,1,3,7.1,22,3,7,6,2
22,0,448,179,1,2,6.8,15,3,8,5,2
30,0,341,136,1,1,7.3,26,2,7,6,2
34,1,365,182,1,2,7.2,24,3,7,6,2
45,1,258,129,1,2,7.7,34,2,6,6,2
42,0,201,111,0,1,8.0,40,2,6,6,2
30,1,358,125,1,1,7.2,24,2,7,6,2
44,1,251,88,0,1,7.7,35,1,5,7,0
27,0,384,134,1,1,7.1,22,2,7,6,2
41,1,275,69,0,1,7.6,32,1,6,7,2
21,0,447,112,0,1,6.8,15,2,7,6,2
34,2,351,228,2,2,7.2,25,3,8,5,2
33,1,364,237,2,2,7.2,24,4,8,5,2
17,0,437,284,2,3,6.8,16,4,9,4,2
19,1,508,305,1,4,6.5,9,3,8,5,2
45,1,224,90,1,1,7.9,38,2,6,6,2
15,1,417,167,1,1,6.9,18,3,8,5,2
39,0,261,130,1,2,7.7,34,2,6,6,2
24,0,514,257,1,3,6.4,9,3,8,5,2
31,1,337,185,1,2,7.3,26,3,7,6,2
19,1,494,173,1,2,6.5,11,3,8,5,2
16,1,447,156,1,1,6.8,15,2,7,6,2
33,1,330,82,0,1,7.4,27,1,6,7,2
14,1,427,278,2,2,6.9,17,4,9,4,2
23,0,443,266,1,4,6.8,16,3,8,5,2
25,1,456,274,1,4,6.7,14,3,8,5,2
50,0,169,101,0,1,8.2,43,2,6,6,2
13,1,422,253,1,3,6.9,18,3,8,5,2
32,1,375,225,1,3,7.1,22,3,7,6,2
44,1,268,161,1,2,7.7,33,2,6,6,2
52,0,180,72,0,1,8.1,42,1,5,7,1
21,1,493,197,1,2,6.5,11,3,8,5,2
23,1,517,258,1,3,6.4,8,3,8,5,2
20,1,449,224,1,3,6.8,15,3,8,5,2
32,0,342,171,1,2,7.3,26,3,7,6,2
30,1,355,178,1,2,7.2,24,3,7,6,2
17,1,413,227,1,2,6.9,19,3,8,5,2
21,0,486,267,1,2,6.6,11,3,8,5,2
18,0,450,158,1,1,6.8,15,2,7,6,2
23,1,442,155,1,1,6.8,16,2,7,6,2
26,0,335,117,0,1,7.3,26,2,6,6,2
24,0,466,116,0,1,6.7,13,2,7,6,2
13,1,419,105,0,1,6.9,18,2,7,6,2
33,1,372,93,0,1,7.1,23,2,6,6,2
29,1,383,249,2,2,7.1,22,4,8,5,2
45,0,276,179,1,2,7.6,32,3,7,6,2
25,1,448,291,2,3,6.8,15,4,9,4,2
23,1,459,275,1,4,6.7,14,3,8,5,2
20,0,472,283,1,4,6.6,13,3,8,5,2
29,0,376,150,1,1,7.1,22,2,7,6,2
16,1,449,180,1,2,6.8,15,3,8,5,2
14,1,392,196,1,3,7.0,21,3,8,5,2
40,0,225,112,0,1,7.9,38,2,6,6,2
27,1,369,203,1,2,7.2,23,3,7,6,2
47,0,202,111,0,1,8.0,40,2,6,6,2
26,0,395,217,1,2,7.0,20,3,8,5,2
25,1,447,246,1,2,6.8,15,3,8,5,2
25,1,445,156,1,1,6.8,16,2,7,6,2
22,1,458,160,1,1,6.7,14,2,7,6,2
16,1,411,144,1,1,6.9,19,2,7,6,2
24,0,484,169,1,2,6.6,12,3,8,5,2
18,0,422,106,0,1,6.9,18,2,7,6,2
25,0,495,124,1,1,6.5,10,2,7,6,2
24,0,508,127,1,1,6.5,9,2,7,6,2
40,1,200,50,0,0,8.0,40,1,5,7,1
23,1,453,113,0,1,6.7,15,2,7,6,2
23,0,519,337,2,3,6.4,8,4,9,4,2
27,0,355,213,1,3,7.2,24,3,7,6,2
41,1,248,149,1,2,7.8,35,2,6,6,2
48,1,201,121,1,2,8.0,40,2,6,6,2
20,0,512,205,1,2,6.4,9,3,8,5,2
62,1,144,58,0,1,8.3,46,1,5,7,1
15,1,397,159,1,1,7.0,20,2,7,6,2
29,1,350,140,1,1,7.2,25,2,7,6,2
16,0,423,169,1,2,6.9,18,3,8,5,2
41,0,228,114,0,2,7.9,37,2,6,6,2
29,1,385,212,1,2,7.1,22,3,7,6,2
36,1,221,77,0,1,7.9,38,1,5,7,1
36,1,234,82,0,1,7.8,37,1,5,7,1
21,1,487,170,1,2,6.6,11,3,8,5,2
23,1,498,124,1,1,6.5,10,2,7,6,2
25,1,511,128,1,1,6.4,9,2,7,6,2
20,0,443,111,0,1,6.8,16,2,7,6,2
45,1,214,139,1,1,7.9,39,2,6,6,2
32,1,347,226,2,2,7.3,25,3,8,5,2
24,0,480,312,2,3,6.6,12,4,9,4,2
30,0,373,242,2,2,7.1,23,4,8,5,2
28,0,371,223,1,3,7.1,23,3,7,6,2
33,0,327,131,1,1,7.4,27,2,7,6,2
32,1,340,136,1,1,7.3,26,2,7,6,2
15,1,413,165,1,1,6.9,19,3,8,5,2
25,1,484,242,1,3,6.6,12,3,8,5,2
30,1,320,176,1,2,7.4,28,3,7,6,2
25,1,477,167,1,1,6.6,12,3,8,5,2
26,0,394,98,0,1,7.0,21,2,6,6,2
22,0,446,112,0,1,6.8,15,2,7,6,2
24,0,459,115,0,1,6.7,14,2,7,6,2
27,0,352,88,0,1,7.2,25,1,6,7,2
27,0,350,228,2,2,7.2,25,3,8,5,2
26,0,363,236,2,2,7.2,24,4,8,5,2
32,1,376,244,2,2,7.1,22,4,8,5,2
23,1,507,304,1,4,6.5,9,3,8,5,2
33,0,400,240,1,3,7.0,20,3,8,5,2
20,0,463,185,1,2,6.7,14,3,8,5,2
19,0,476,190,1,2,6.6,12,3,8,5,2
37,0,260,130,1,2,7.7,34,2,6,6,2
19,0,513,256,1,3,6.4,9,3,8,5,2
24,0,445,222,1,3,6.8,16,3,8,5,2
21,1,458,229,1,3,6.7,14,3,8,5,2
22,0,456,251,1,2,6.7,14,3,8,5,2
45,1,229,126,1,1,7.9,37,2,6,6,2
23,0,493,173,1,2,6.5,11,3,8,5,2
23,1,506,177,1,2,6.5,9,3,8,5,2
17,1,459,161,1,1,6.7,14,2,7,6,2
16,0,391,137,1,1,7.0,21,2,7,6,2
18,0,389,97,0,1,7.1,21,2,6,6,2
31,0,342,86,0,1,7.3,26,1,6,7,2
33,1,366,238,2,2,7.2,23,4,8,5,2
35,0,379,246,2,2,7.1,22,4,8,5,2
33,1,322,193,1,3,7.4,28,3,7,6,2
41,0,215,129,1,2,7.9,38,2,6,6,2
23,0,479,192,1,2,6.6,12,3,8,5,2
31,1,372,149,1,1,7.1,23,2,7,6,2
49,1,216,108,0,1,7.9,38,2,6,6,2
28,0,328,164,1,2,7.4,27,3,7,6,2
20,1,461,230,1,3,6.7,14,3,8,5,2
18,1,412,227,1,2,6.9,19,3,8,5,2
16,1,425,234,1,2,6.9,18,3,8,5,2
16,1,449,157,1,1,6.8,15,2,7,6,2
28,1,321,112,0,1,7.4,28,2,6,6,2
20,1,465,116,0,1,6.7,14,2,7,6,2
34,0,358,90,0,1,7.2,24,2,6,6,2
25,0,491,123,1,1,6.5,11,2,7,6,2
40,1,264,66,0,1,7.7,34,1,5,7,0
18,0,442,287,2,3,6.8,16,4,9,4,2
13,0,455,296,2,3,6.7,14,4,9,4,2
21,1,458,275,1,4,6.7,14,3,8,5,2
25,0,471,283,1,4,6.6,13,3,8,5,2
52,0,195,78,1,1,8.0,40,2,6,6,2
35,1,388,155,1,1,7.1,21,2,7,6,2
44,1,200,80,1,1,8.0,40,2,6,6,2
45,1,213,85,1,1,7.9,39,2,6,6,2
29,0,331,166,1,2,7.3,27,3,7,6,2
29,1,344,172,1,2,7.3,26,3,7,6,2
68,0,177,88,0,1,8.1,42,1,5,7,1
28,1,368,202,1,2,7.2,23,3,7,6,2
34,0,324,113,0,1,7.4,28,2,6,6,2
31,1,337,118,0,1,7.3,26,2,6,6,2
32,1,350,122,1,1,7.2,25,2,7,6,2
21,1,483,169,1,2,6.6,12,3,8,5,2
20,0,496,174,1,2,6.5,10,3,8,5,2
27,1,361,90,0,1,7.2,24,2,6,6,2
34,1,374,94,0,1,7.1,23,2,6,6,2
31,1,387,97,0,1,7.1,21,2,6,6,2
33,1,398,259,2,2,7.0,20,4,9,4,2
19,0,450,292,2,3,6.8,15,4,9,4,2
42,0,234,140,1,2,7.8,37,2,6,6,2
25,0,511,204,1,2,6.4,9,3,8,5,2
19,0,443,177,1,2,6.8,16,3,8,5,2
34,2,336,134,1,1,7.3,26,2,7,6,2
27,0,347,174,1,2,7.3,25,3,7,6,2
23,0,480,240,1,3,6.6,12,3,8,5,2
28,0,373,186,1,2,7.1,23,3,7,6,2
14,0,444,244,1,2,6.8,16,3,8,5,2
34,1,397,218,1,2,7.0,20,3,8,5,2
19,0,460,161,1,1,6.7,14,2,7,6,2
65,1,173,61,0,1,8.1,43,1,5,7,1
49,0,186,65,0,1,8.1,41,1,5,7,1
20,0,499,175,1,2,6.5,10,3,8,5,2
42,0,257,64,0,1,7.7,34,1,5,7,0
19,0,510,128,1,1,6.4,9,2,7,6,2
25,0,442,110,0,1,6.8,16,2,7,6,2
32,1,333,216,1,2,7.3,27,3,7,6,2
15,2,430,258,1,3,6.8,17,3,8,5,2
39,1,263,158,1,2,7.7,34,2,6,6,2
41,0,206,82,1,1,8.0,39,2,6,6,2
32,0,339,136,1,1,7.3,26,2,7,6,2
43,1,243,122,1,2,7.8,36,2,6,6,2
20,1,496,248,1,3,6.5,10,3,8,5,2
23,1,509,254,1,3,6.5,9,3,8,5,2
17,1,460,253,1,2,6.7,14,3,8,5,2
43,1,236,83,0,1,7.8,36,1,5,7,1
24,1,489,171,1,2,6.6,11,3,8,5,2
28,0,382,134,1,1,7.1,22,2,7,6,2
35,1,393,98,0,1,7.0,21,2,6,6,2
22,1,445,111,0,1,6.8,16,2,7,6,2
32,1,338,84,0,1,7.3,26,1,6,7,2
30,0,349,227,2,2,7.3,25,3,8,5,2
51,1,182,118,1,1,8.1,42,2,6,6,2
25,0,495,322,2,3,6.5,10,4,9,4,2
22,0,508,330,2,3,6.5,9,4,9,4,2
35,1,386,232,1,3,7.1,21,3,8,5,2
17,1,459,275,1,4,6.7,14,3,8,5,2
16,0,402,161,1,1,7.0,20,2,7,6,2
67,0,175,70,0,1,8.1,42,1,5,7,1
25,0,488,195,1,2,6.6,11,3,8,5,2
17,1,441,176,1,2,6.8,16,3,8,5,2
33,1,379,190,1,3,7.1,22,3,7,6,2
29,1,335,184,1,2,7.3,26,3,7,6,2
22,0,468,257,1,2,6.7,13,3,8,5,2
16,0,421,232,1,2,6.9,18,3,8,5,2
34,1,374,206,1,2,7.1,23,3,7,6,2
21,0,492,172,1,2,6.5,11,3,8,5,2
34,1,328,82,0,1,7.4,27,1,6,7,2
31,1,341,85,0,1,7.3,26,1,6,7,2
15,0,425,276,2,2,6.9,18,4,9,4,2
65,1,198,129,1,1,8.0,40,2,6,6,2
25,0,511,332,2,3,6.4,9,4,9,4,2
15,1,381,229,1,3,7.1,22,3,7,6,2
39,0,238,95,1,1,7.8,36,2,6,6,2
23,0,491,196,1,2,6.5,11,3,8,5,2
33,0,395,198,1,3,7.0,20,3,8,5,2
28,1,327,164,1,2,7.4,27,3,7,6,2
21,0,460,230,1,3,6.7,14,3,8,5,2
23,0,471,259,1,2,6.6,13,3,8,5,2
34,0,364,200,1,2,7.2,24,3,7,6,2
42,1,257,141,1,1,7.7,34,2,6,6,2
60,0,208,73,0,1,8.0,39,1,5,7,1
35,0,320,112,0,1,7.4,28,2,6,6,2
33,0,333,117,0,1,7.3,27,2,6,6,2
16,1,404,101,0,1,7.0,20,2,7,6,2
16,1,417,104,0,1,6.9,18,2,7,6,2
24,1,490,122,1,1,6.6,11,2,7,6,2
68,0,201,131,1,1,8.0,40,2,6,6,2
44,0,274,178,1,2,7.6,33,3,7,6,2
26,0,337,202,1,3,7.3,26,3,7,6,2
27,0,350,210,1,3,7.2,25,3,7,6,2
31,0,374,150,1,1,7.1,23,2,7,6,2
36,0,267,107,1,1,7.7,33,2,6,6,2
22,1,450,225,1,3,6.8,15,3,8,5,2
39,0,247,136,1,1,7.8,35,2,6,6,2
25,1,500,275,1,2,6.5,10,3,8,5,2
40,1,273,150,1,1,7.6,33,2,6,6,2
23,1,445,245,1,2,6.8,16,3,8,5,2
23,1,443,155,1,1,6.8,16,2,7,6,2
60,1,156,55,0,0,8.2,44,1,5,7,1
42,1,229,80,0,1,7.9,37,1,5,7,1
23,1,480,120,0,1,6.6,12,2,7,6,2
25,0,493,123,1,1,6.5,11,2,7,6,2
35,1,397,258,2,2,7.0,20,4,9,4,2
45,0,209,136,1,1,8.0,39,2,6,6,2
32,0,353,212,1,3,7.2,25,3,7,6,2
25,0,486,292,1,4,6.6,11,3,8,5,2
28,0,379,227,1,3,7.1,22,3,7,6,2
19,1,512,307,1,4,6.4,9,3,8,5,2
45,0,204,122,1,2,8.0,40,2,6,6,2
15,1,450,180,1,2,6.8,15,3,8,5,2
17,1,406,203,1,3,7.0,19,3,8,5,2
22,0,479,240,1,3,6.6,12,3,8,5,2
19,0,492,246,1,3,6.5,11,3,8,5,2
46,1,203,112,0,1,8.0,40,2,6,6,2
21,0,516,284,1,3,6.4,8,3,8,5,2
35,0,339,119,0,1,7.3,26,2,6,6,2
32,1,352,123,1,1,7.2,25,2,7,6,2
30,0,365,128,1,1,7.2,24,2,7,6,2
41,0,256,64,0,1,7.7,34,1,5,7,0
22,0,452,294,2,3,6.7,15,4,9,4,2
58,1,165,107,1,1,8.2,44,2,6,6,2
29,1,358,233,2,2,7.2,24,3,8,5,2
21,1,491,319,2,3,6.5,11,4,9,4,2
33,1,369,221,1,3,7.2,23,3,7,6,2
19,0,502,301,1,4,6.5,10,3,8,5,2
15,1,455,273,1,4,6.7,14,3,8,5,2
24,0,447,268,1,4,6.8,15,3,8,5,2
52,0,145,58,0,1,8.3,46,1,5,7,1
32,2,338,135,1,1,7.3,26,2,7,6,2
44,0,231,92,1,1,7.8,37,2,6,6,2
28,1,362,181,1,2,7.2,24,3,7,6,2
29,1,375,188,1,3,7.1,22,3,7,6,2
19,0,508,254,1,3,6.5,9,3,8,5,2
20,0,519,285,1,3,6.4,8,3,8,5,2
32,1,331,182,1,2,7.3,27,3,7,6,2
31,0,344,189,1,2,7.3,26,3,7,6,2
18,0,417,229,1,2,6.9,18,3,8,5,2
13,1,415,145,1,1,6.9,18,2,7,6,2
64,1,188,66,0,1,8.1,41,1,5,7,1
20,1,501,175,1,2,6.5,10,3,8,5,2
13,0,452,113,0,1,6.7,15,2,7,6,2
29,1,348,226,2,2,7.3,25,3,8,5,2
25,1,481,313,2,3,6.6,12,4,9,4,2
36,0,254,165,1,1,7.7,35,3,7,5,2
28,0,385,231,1,3,7.1,22,3,7,6,2
30,1,398,239,1,3,7.0,20,3,8,5,2
41,0,210,126,1,2,8.0,39,2,6,6,2
23,0,461,184,1,2,6.7,14,3,8,5,2
63,0,174,70,0,1,8.1,43,1,5,7,1
23,1,498,249,1,3,6.5,10,3,8,5,2
33,0,391,196,1,3,7.0,21,3,8,5,2
35,0,323,162,1,2,7.4,28,2,7,6,2
29,2,334,184,1,2,7.3,27,3,7,6,2
35,0,347,191,1,2,7.3,25,3,7,6,2
22,0,480,264,1,2,6.6,12,3,8,5,2
27,0,373,205,1,2,7.1,23,3,7,6,2
30,0,386,212,1,2,7.1,21,3,8,5,2
42,0,251,88,0,1,7.7,35,1,5,7,0
20,0,504,176,1,2,6.5,10,3,8,5,2
37,0,277,97,0,1,7.6,32,2,6,6,2
55,0,149,52,0,0,8.3,45,1,5,7,1
23,0,447,112,0,1,6.8,15,2,7,6,2
25,1,460,115,0,1,6.7,14,2,7,6,2
24,1,484,315,2,3,6.6,12,4,9,4,2
44,1,200,120,0,2,8.0,40,2,6,6,2
16,1,393,236,1,3,7.0,21,3,8,5,2
29,0,346,208,1,3,7.3,25,3,7,6,2
14,0,419,251,1,3,6.9,18,3,8,5,2
20,0,492,295,1,4,6.5,11,3,8,5,2
14,0,445,267,1,4,6.8,16,3,8,5,2
29,1,357,143,1,1,7.2,24,2,7,6,2
26,0,370,148,1,1,7.2,23,2,7,6,2
14,0,443,177,1,2,6.8,16,3,8,5,2
24,1,516,206,1,2,6.4,8,3,8,5,2
45,0,274,137,1,2,7.6,33,2,6,6,2
50,0,170,94,0,1,8.2,43,2,6,6,2
43,0,243,134,1,1,7.8,36,2,6,6,2
27,1,376,207,1,2,7.1,22,3,7,6,2
22,0,509,280,1,2,6.5,9,3,8,5,2
20,1,507,177,1,2,6.5,9,3,8,5,2
19,0,520,182,1,2,6.4,8,3,8,5,2
19,1,452,158,1,1,6.7,15,2,7,6,2
15,1,405,142,1,1,7.0,20,2,7,6,2
48,1,163,41,0,0,8.2,44,1,5,7,1
32,0,356,89,0,1,7.2,24,1,6,7,2
41,1,260,169,1,2,7.7,34,3,7,6,2
23,0,513,333,2,3,6.4,9,4,9,4,2
25,0,445,289,2,3,6.8,16,4,9,4,2
19,0,456,274,1,4,6.7,14,3,8,5,2
14,1,409,245,1,3,7.0,19,3,8,5,2
34,1,373,149,1,1,7.1,23,2,7,6,2
30,1,329,164,1,2,7.4,27,3,7,6,2
19,0,462,231,1,3,6.7,14,3,8,5,2
15,1,426,234,1,2,6.9,17,3,8,5,2
42,0,259,142,1,1,7.7,34,2,6,6,2
48,1,212,117,0,1,7.9,39,2,6,6,2
19,1,442,155,1,1,6.8,16,2,7,6,2
16,0,419,105,0,1,6.9,18,2,7,6,2
36,0,252,63,0,1,7.7,35,1,5,7,0
33,1,396,257,2,2,7.0,20,4,9,4,2
35,0,328,213,1,2,7.4,27,3,7,6,2
25,0,472,283,1,4,6.6,13,3,8,5,2
24,0,485,291,1,4,6.6,12,3,8,5,2
29,0,389,156,1,1,7.1,21,2,7,6,2
58,1,141,56,0,0,8.3,46,1,5,7,1
29,1,334,134,1,1,7.3,27,2,7,6,2
33,1,347,139,1,1,7.3,25,2,7,6,2
15,1,405,202,1,3,7.0,20,3,8,5,2
24,0,478,239,1,3,6.6,12,3,8,5,2
22,0,502,276,1,2,6.5,10,3,8,5,2
35,0,395,217,1,2,7.0,20,3,8,5,2
20,1,458,160,1,1,6.7,14,2,7,6,2
33,1,351,123,1,1,7.2,25,2,7,6,2
35,1,364,127,1,1,7.2,24,2,7,6,2
24,0,495,124,1,1,6.5,10,2,7,6,2
43,1,268,67,0,1,7.7,33,1,6,7,2
32,1,331,215,1,2,7.3,27,3,7,6,2
24,0,464,302,2,3,6.7,14,4,9,4,2
15,0,428,257,1,3,6.9,17,3,8,5,2
34,0,381,229,1,3,7.1,22,3,7,6,2
49,0,144,58,0,1,8.3,46,1,5,7,1
42,1,241,120,0,2,7.8,36,2,6,6,2
27,0,398,219,1,2,7.0,20,3,8,5,2
39,0,210,116,0,1,8.0,39,2,6,6,2
43,1,234,82,0,1,7.8,37,1,5,7,1
23,0,487,170,1,2,6.6,11,3,8,5,2
16,1,451,113,0,1,6.7,15,2,7,6,2
14,0,383,96,0,1,7.1,22,2,6,6,2
29,0,336,84,0,1,7.3,26,1,6,7,2
38,1,229,57,0,1,7.9,37,1,5,7,1
49,0,167,109,1,1,8.2,43,2,6,6,2
35,0,360,234,2,2,7.2,24,4,8,5,2
44,1,264,158,1,2,7.7,34,2,6,6,2
32,1,397,238,1,3,7.0,20,3,8,5,2
22,0,449,269,1,4,6.8,15,3,8,5,2
38,0,220,88,1,1,7.9,38,2,6,6,2
16,0,413,165,1,1,6.9,19,3,8,5,2
26,1,366,146,1,1,7.2,23,2,7,6,2
27,1,377,188,1,3,7.1,22,3,7,6,2
15,1,393,216,1,2,7.0,21,3,8,5,2
31,0,346,190,1,2,7.3,25,3,7,6,2
32,0,359,197,1,2,7.2,24,3,7,6,2
62,0,190,66,0,1,8.0,41,1,5,7,1
21,1,446,112,0,1,6.8,15,2,7,6,2
43,0,219,55,0,0,7.9,38,1,5,7,1
30,0,352,88,0,1,7.2,25,1,6,7,2
39,0,245,61,0,1,7.8,36,1,5,7,0
20,1,498,124,1,1,6.5,10,2,7,6,2
25,1,483,314,2,3,6.6,12,4,9,4,2
23,0,520,312,1,4,6.4,8,3,8,5,2
27,0,332,199,1,3,7.3,27,3,7,6,2
66,1,176,70,0,1,8.1,42,1,5,7,1
31,1,393,196,1,3,7.0,21,3,8,5,2
13,0,385,192,1,3,7.1,22,3,7,6,2
40,0,218,109,0,1,7.9,38,2,6,6,2
15,1,411,206,1,3,6.9,19,3,8,5,2
40,1,244,122,1,2,7.8,36,2,6,6,2
35,0,377,188,1,3,7.1,22,3,7,6,2
32,1,390,195,1,3,7.0,21,3,8,5,2
32,0,349,192,1,2,7.3,25,3,7,6,2
35,1,362,199,1,2,7.2,24,3,7,6,2
20,1,506,177,1,2,6.5,9,3,8,5,2
32,0,399,140,1,1,7.0,20,2,7,6,2
23,0,451,158,1,1,6.7,15,2,7,6,2
36,1,222,56,0,0,7.9,38,1,5,7,1
14,1,439,285,2,3,6.8,16,4,9,4,2
21,0,512,333,2,3,6.4,9,4,9,4,2
22,0,444,289,2,3,6.8,16,4,9,4,2
31,1,335,201,1,3,7.3,26,3,7,6,2
23,1,492,197,1,2,6.5,11,3,8,5,2
32,0,385,154,1,1,7.1,22,2,7,6,2
22,1,518,207,1,2,6.4,8,3,8,5,2
22,0,450,180,1,2,6.8,15,3,8,5,2
20,0,448,224,1,3,6.8,15,3,8,5,2
23,1,485,267,1,2,6.6,12,3,8,5,2
